AniLifeNumber,avg_early_lactation_yield,avg_mid_lactation_yield,avg_delta_early_mid_yield,avg_daily_yield,avg_total_milk,avg_insem,avg_failed_insem,avg_failed_pregnancies,avg_calving_to_insem,number_lactations,avg_lactation_duration,avg_dry_interval,n_intervals,age_at_first_calving,latest_lactation_date,AniBirthday,AniGenId.x,birth_year,category.x,entry_code,entry_date,exit_code,exit_date,month,year,AniActive,AniGenId.y,age_at_exit,endmilk_to_exit_days,total_insem,total_successes,insem_success_ratio,age_at_first_insem,InsDate,age_first_successful_insem,n_health_problems,recovery_duration,date_last_diagnosis,last_diagnosis,national_number,weight,selling_price,classification,category.y,slaughter_date,cohort,farm
FR4401572112,634.563095,1461.359192,826.796097,24.871962,2583.786407,NA,NA,0,NA,1,107,NA,0,29,2014-11-02,2012-05-09,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,FR4401572112,286,NA,P-3,D,2015-02-18,pre-2013,farm5
FR4401572113,665.631056,1247.378609,581.747553,25.619197,8680.679611,3,2,2,110,1,349,NA,0,26,2014-08-13,2012-05-28,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0.3333333333333333,NA,2014-12-01,NA,0,0,NA,NA,FR4401572113,252.5,NA,P-3,D,2015-07-30,pre-2013,farm5
FR4401572114,618.155326,641.747562,23.592236,23.594545,1259.902912,NA,NA,0,NA,1,55,NA,0,31,2015-01-03,2012-05-30,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,pre-2013,farm5
FR4401572115,1036.4562965,2329.0776405,1292.621344,33.666345,11629.611649999999,2.5,1.5,0.75,118,4,358.5,119.66666666666667,3,24,2018-09-11,2012-07-08,2,2012,VL,N,2012-07-08,B,2020-11-02,1,2015,FALSE,2,99,503,10,4,0.4,16,2014-11-24,16,0,0,NA,NA,FR4401572115,311.3,NA,P-2,D,2020-11-03,pre-2013,farm5
FR4401572119,946.019402,2649.0776405,1703.0582385,42.003201000000004,13656.941747,3,2,2,59,2,335,44,1,26,2016-01-16,2012-10-21,2,2012,VL,N,2012-10-21,B,2017-07-18,1,2015,FALSE,2,56,216,6,2,0.3333333333333333,16,2015-03-10,17,0,0,NA,NA,FR4401572119,328.7,NA,P-3,D,2017-07-19,pre-2013,farm5
FR4401572120,768.4142256666667,1772.8478656666666,1004.43364,27.677395666666666,7060.841423666667,1.5,0.5,0.3333333333333333,54,5,244.66666666666666,134.5,2,22,2016-07-22,2012-11-03,2,2012,VL,N,2012-11-03,B,2017-06-13,1,2015,FALSE,2,55,0,3,2,0.6666666666666666,12,2014-11-07,12,0,0,NA,NA,FR4401572120,352.8,NA,P-3,D,2017-06-14,pre-2013,farm5
FR4401572121,746.116491,2011.747541,1265.63105,31.261282,11836.796116,7,6,6,105,1,390,NA,0,22,2014-10-18,2012-11-20,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0.14285714285714285,NA,2015-01-31,NA,0,0,NA,NA,FR4401572121,253.4,NA,P-3,D,2015-11-12,pre-2013,farm5
FR4401572122,844.7572680000001,1455.7281345000001,610.9708664999999,32.5660335,9144.2718445,7,6,3,122,2,266.5,64,1,26,2016-07-28,2012-11-24,2,2012,VL,N,2012-11-24,B,2017-01-31,1,2015,FALSE,2,50,135,7,1,0.14285714285714285,18,2015-05-31,23,0,0,NA,NA,FR4401572122,313,NA,P-3,D,2017-02-01,pre-2013,farm5
FR4401572123,786.504839,1217.281532,430.776693,29.069014,2003.786407,NA,NA,0,NA,1,71,NA,0,26,2015-02-17,2012-11-27,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,pre-2013,farm5
FR4401572124,944.271831,245.43689,-698.834941,34.038888,1189.708737,NA,NA,0,NA,1,36,NA,0,24,2014-12-23,2012-12-06,2,2012,VL,N,2012-12-06,E,2015-01-28,1,2015,FALSE,2,25,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,pre-2013,farm5
FR4401572125,433.883483,0,-433.883483,16.551851,433.883495,NA,NA,0,NA,1,27,NA,0,24,2015-01-03,2012-12-11,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,pre-2013,farm5
FR4401572126,626.019406,197.864074,-428.155332,24.245714,823.883495,NA,NA,0,NA,1,35,NA,0,27,2015-03-25,2012-12-23,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,pre-2013,farm5
FR4401572128,889.6116345,1959.32036525,1069.70873075,30.538972,10017.30582475,3,2,1.25,97.66666666666667,4,315.25,51.666666666666664,3,27,2018-12-21,2012-12-26,2,2012,VL,N,2012-12-26,B,2020-01-28,3,2015,FALSE,2,85,345,9,3,0.3333333333333333,17,2015-06-24,22,0,0,NA,NA,FR4401572128,365.4,NA,P-3,D,2020-01-29,pre-2013,farm5
FR4401572129,875.97086125,1706.1892995,830.21843825,33.047369,10204.85436875,3.3333333333333335,2.3333333333333335,1.25,130.66666666666666,5,322.5,77.33333333333333,3,23,2019-03-23,2013-02-05,2,2013,VL,N,2013-02-05,B,2019-11-19,1,2015,FALSE,2,81,233,10,3,0.3,16,2015-06-24,18,0,0,NA,NA,FR4401572129,345,NA,P-3,D,2019-11-20,2013-2016,farm5
FR4401572131,900.0242565,2023.39803025,1123.37377375,31.5418015,6785.50970825,1,0,0,65.66666666666667,4,225.25,71.66666666666667,3,25,2018-01-29,2013-03-05,2,2013,VL,N,2013-03-05,M,2018-05-06,4,2015,FALSE,2,62,9,3,3,1,15,2015-06-14,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2013-2016,farm5
FR4401572132,865.825227,1955.6795785,1089.8543515000001,30.159532499999997,10007.6699025,3,2,0,145,2,342.5,163,1,24,2016-09-07,2013-03-09,2,2013,VL,N,2013-03-09,B,2017-08-01,4,2015,FALSE,2,52,0,3,1,0.3333333333333333,17,2015-08-29,17,0,0,NA,NA,FR4401572132,275.4,NA,P-3,D,2017-08-02,2013-2016,farm5
FR4401572134,735.242705,2168.349487,1433.106782,31.640334,12871.165048,4,3,1,211,1,419,NA,0,31,2015-12-09,2013-04-19,2,2013,VL,N,2013-04-19,B,2017-01-31,12,2015,FALSE,2,45,0,4,1,0.25,26,2016-07-06,26,0,0,NA,NA,FR4401572134,350.3,NA,P-3,D,2017-02-01,2013-2016,farm5
FR4401572135,956.7313768888889,2220.302019888889,1263.570643,31.894544888888888,8496.040992,1.7777777777777777,0.7777777777777778,0.6666666666666666,80.22222222222223,10,277.3333333333333,95.375,8,23,2023-10-30,2013-04-19,2,2013,VL,N,2013-04-19,B,2024-12-23,4,2015,TRUE,2,140,292,16,9,0.5625,13,2015-06-12,13,0,0,NA,NA,FR4401572135,329.1,NA,P-3,D,2024-12-24,2013-2016,farm5
FR4401572136,939.9611492,2241.2426874,1301.2815382000001,31.6560706,9700.8932034,2.75,1.75,1.2,72.5,5,312,77.75,4,23,2019-11-08,2013-05-04,2,2013,VL,N,2013-05-04,B,2020-05-25,4,2015,FALSE,2,84,0,11,4,0.36363636363636365,13,2015-06-21,13,0,0,NA,NA,FR4401572136,323,NA,P-3,D,2020-05-26,2013-2016,farm5
FR4401572137,958.54367425,2373.349486,1414.80581175,35.326052,13119.077669499999,3.5,2.5,2.5,88.5,5,382.5,78.66666666666667,3,28,2019-05-12,2013-06-23,2,2013,VL,P,2015-06-11,B,2020-09-07,6,2015,FALSE,2,86,0,14,4,0.2857142857142857,18,2016-01-13,18,0,0,NA,NA,FR4401572137,336.4,NA,P-3,D,2020-09-08,2013-2016,farm5
FR4401572138,797.961153,2099.514532,1301.553379,31.569387,10512.912621,4,3,2,58,1,343,NA,0,24,2015-07-03,2013-07-01,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0.25,NA,2015-08-29,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2013-2016,farm5
FR4401572139,896.1164893333333,2041.1973816666666,1145.0808923333334,29.760212,8873.656957666666,2.3333333333333335,1.3333333333333333,1,109,3,288.3333333333333,151,2,26,2018-01-15,2013-08-18,2,2013,VL,N,2013-08-18,B,2019-01-14,11,2015,FALSE,2,64,0,7,3,0.42857142857142855,16,2016-01-16,17,0,0,NA,NA,FR4401572139,327.5,NA,P-3,D,2019-01-15,2013-2016,farm5
FR4401572140,1059.2926341428572,2604.438251,1545.1456168571428,36.07781785714286,11218.557558571429,1.3333333333333333,0.33333333333333337,0.14285714285714285,104.5,7,325.57142857142856,48.333333333333336,6,23,2021-12-27,2013-08-22,2,2013,VL,N,2013-08-22,B,2022-12-26,7,2015,FALSE,2,112,144,8,6,0.75,13,2015-10-19,13,0,0,NA,NA,FR4401572140,311.6,NA,P-3,D,2022-12-26,2013-2016,farm5
FR4401572141,309.320374,0,-309.320374,12.744,309.320388,NA,NA,0,NA,1,25,NA,0,24,2015-09-08,2013-08-27,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,FR4401572141,292.4,NA,P-3,D,2016-03-17,2013-2016,farm5
FR4401572142,971.3009554,2164.6407492,1193.3397937999998,36.2413772,9588.3689316,2,1,1.2,71.2,5,286,46,4,23,2019-11-09,2013-08-29,2,2013,VL,N,2013-08-29,B,2020-11-02,8,2015,FALSE,2,86,287,10,5,0.5,13,2015-10-12,14,0,0,NA,NA,FR4401572142,342,NA,P-3,D,2020-11-03,2013-2016,farm5
FR4401572143,588.3495,1417.864048,829.514548,23.135211,3189.514563,2,1,1,58,1,142,NA,0,22,2015-07-25,2013-09-04,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0.5,NA,2015-09-20,NA,0,0,NA,NA,FR4401572143,259.7,NA,P-3,D,2015-12-15,2013-2016,farm5
FR4401572144,1064.660179,2257.8834662,1193.2232872,31.0770224,9593.9611646,2.2,1.2,0.8,78,5,316.4,70.25,4,25,2019-12-04,2013-09-04,2,2013,VL,N,2013-09-04,B,2020-11-24,10,2015,FALSE,2,86,1,11,5,0.45454545454545453,15,2015-12-08,15,0,0,NA,NA,FR4401572144,341.3,NA,P-3,D,2020-11-24,2013-2016,farm5
FR4401572145,925.792867,2189.4821723333334,1263.6893053333333,32.48532633333333,7818.543689,1.6666666666666667,0.6666666666666666,0.6666666666666666,68.66666666666667,3,258.3333333333333,51.5,2,26,2017-11-17,2013-09-13,2,2013,VL,N,2013-09-13,B,2018-11-13,11,2015,FALSE,2,62,214,5,3,0.6,16,2016-01-31,16,0,0,NA,NA,FR4401572145,315.3,NA,P-3,D,2018-11-14,2013-2016,farm5
FR4401572148,1056.9708584,2582.8737556,1525.9028972,35.8098898,12778.3106792,3.2,2.2,2,100.6,5,368.6,50.25,4,30,2021-01-14,2013-10-04,2,2013,VL,N,2013-10-04,B,2021-11-22,4,2016,FALSE,2,97,0,16,5,0.3125,22,2016-08-26,22,0,0,NA,NA,FR4401572148,365,NA,P-3,D,2021-11-23,2013-2016,farm5
FR4401572149,953.0744196666667,2293.8187406666666,1340.744321,33.882249,11490.420711666668,2.6666666666666665,1.6666666666666667,1.3333333333333333,82,3,349.3333333333333,52.5,2,23,2017-11-01,2013-10-06,2,2013,VL,N,2013-10-06,B,2020-01-28,9,2015,FALSE,2,75,444,8,3,0.375,13,2015-11-15,15,0,0,NA,NA,FR4401572149,305.6,NA,P-3,D,2020-01-28,2013-2016,farm5
FR4401572150,753.0096975,1546.69900675,793.68930925,26.906571500000002,6091.21359175,1,0,0,74.66666666666667,4,206.5,78,3,23,2018-08-08,2013-10-07,2,2013,VL,N,2013-10-07,B,2019-03-05,9,2015,FALSE,2,64,206,3,3,1,13,2015-11-14,13,0,0,NA,NA,FR4401572150,351.8,NA,P-3,D,2019-03-06,2013-2016,farm5
FR4401572151,1063.8252286,2507.6504556,1443.825227,36.6903372,12144.3300966,2.5,1.5,1,102.25,6,340.4,96.25,4,28,2020-11-23,2013-10-08,2,2013,VL,N,2013-10-08,B,2021-12-27,2,2016,FALSE,2,98,60,10,4,0.4,19,2016-05-23,19,0,0,NA,NA,FR4401572151,371.2,NA,P-3,D,2021-12-27,2013-2016,farm5
FR4401572152,976.0194012500001,2401.820358,1425.80095675,35.18423475,12077.621358749999,2,1,0.75,84.25,4,350.5,47,3,26,2018-11-19,2013-10-17,2,2013,VL,N,2013-10-17,B,2020-03-17,12,2015,FALSE,2,77,0,8,4,0.5,16,2016-02-23,16,0,0,NA,NA,FR4401572152,328.7,NA,P-3,D,2020-03-18,2013-2016,farm5
FR4401572153,1003.3203736,2244.2718176,1240.951444,31.6839476,9253.8834946,2,1,0.6,67.25,5,299.4,83.5,4,27,2020-06-05,2013-10-27,2,2013,VL,N,2013-10-27,B,2021-03-01,2,2016,FALSE,2,88,0,8,4,0.5,17,2016-04-18,17,0,0,NA,NA,FR4401572153,306.4,NA,P-2,D,2021-03-02,2013-2016,farm5
FR4401572154,970.1132534999999,2173.964373,1203.8511195,32.31218366666667,9140.857604666666,2.2,1.2,0.8333333333333334,96.4,6,301,73.6,5,22,2021-06-25,2013-11-18,2,2013,VL,N,2013-11-18,B,2021-12-27,10,2015,FALSE,2,97,98,11,5,0.45454545454545453,12,2015-12-16,13,0,0,NA,NA,FR4401572154,356.7,NA,P-3,D,2021-12-27,2013-2016,farm5
FR4401572155,1069.7410846666667,2278.8349213333336,1209.0938366666667,31.258571,11053.009708,4,3,1.3333333333333333,73,3,363.6666666666667,119.5,2,26,2018-09-26,2013-11-24,2,2013,VL,N,2013-11-24,B,2019-10-01,2,2016,FALSE,2,70,0,8,2,0.25,16,2016-04-21,16,0,0,NA,NA,FR4401572155,356.2,NA,P-3,D,2019-10-02,2013-2016,farm5
FR4401572156,928.6731235,2272.8640498333334,1344.1909263333332,32.909951,11406.472491333334,1.6,0.6,0.16666666666666666,118.4,6,356.5,59,5,26,2022-02-23,2013-12-08,2,2013,VL,N,2013-12-08,B,2022-10-24,2,2016,FALSE,2,106,0,8,5,0.625,18,2016-06-09,18,0,0,NA,NA,FR4401572156,328.1,NA,P-2,D,2022-10-25,2013-2016,farm5
FR4401572157,1033.6893057500001,2081.237834,1047.54852825,29.757669,7324.5145625000005,2.3333333333333335,1.3333333333333333,0.25,148,5,265.75,182,3,28,2020-06-16,2013-12-11,2,2013,VL,N,2013-12-11,B,2021-03-01,11,2017,FALSE,2,86,174,7,3,0.42857142857142855,21,2016-09-13,22,0,0,NA,NA,FR4401572157,326.6,NA,P-3,D,2021-03-02,2013-2016,farm5
FR4401572158,1019.53882,2320.097058,1300.558238,32.97431425,12377.572815,2.75,1.75,1.5,98.5,4,385,76,3,26,2019-12-12,2014-01-08,2,2014,VL,N,2014-01-08,B,2021-01-11,3,2016,FALSE,2,84,0,11,4,0.36363636363636365,17,2016-07-06,17,0,0,NA,NA,FR4401572158,340.3,NA,P-2,D,2021-01-12,2013-2016,farm5
FR4401572159,904.68444975,2062.597057,1157.91260725,29.207893249999998,10556.45631025,2.75,1.75,1.25,102.75,4,373.5,61.333333333333336,3,27,2020-05-11,2014-01-31,2,2014,VL,N,2014-01-31,B,2021-06-09,5,2016,FALSE,2,88,162,11,4,0.36363636363636365,17,2016-07-26,17,0,0,NA,NA,FR4401572159,338.3,NA,P-3,D,2021-06-10,2013-2016,farm5
FR4401572160,1108.0582378,2556.1941452,1448.1359074,37.1699256,13065.126213,2.8,1.8,1.6,66.6,5,367,49.5,4,24,2020-11-20,2014-05-23,2,2014,VL,N,2014-05-23,B,2022-03-21,5,2016,TRUE,2,93,91,14,5,0.35714285714285715,13,2016-07-12,18,0,0,NA,NA,FR4401572160,348.7,NA,O-3,D,2022-03-21,2013-2016,farm5
FR4401572163,766.0517671666667,2058.5113023333333,1292.4595351666667,34.1802402,11218.899675833334,3,2,1,83.8,6,337.1666666666667,63,5,26,2022-01-30,2014-07-21,2,2014,VL,A,2016-04-22,B,2023-03-06,4,2016,FALSE,2,103,0,15,5,0.3333333333333333,16,2016-12-15,16,0,0,NA,NA,FR4401572163,342,NA,P-2,D,2023-03-07,2013-2016,farm5
FR4401572164,233.980576,0,-233.980576,18.538461,233.980582,NA,NA,0,NA,1,13,NA,0,29,2017-01-14,2014-08-05,2,2014,VL,N,2014-08-05,E,2017-01-27,1,2017,FALSE,2,29,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2013-2016,farm5
FR4401572165,43.689317,0,-43.689317,11.25,43.68932,NA,NA,0,NA,1,4,NA,0,38,2017-11-06,2014-08-10,2,2014,VL,N,2014-08-10,E,2017-11-10,11,2017,FALSE,2,39,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2013-2016,farm5
FR4401572166,986.62619925,2305.43686225,1318.810663,35.905105750000004,10156.092232500001,2.75,1.75,1.5,59.75,4,308.5,44.666666666666664,3,23,2020-02-09,2014-08-30,2,2014,VL,N,2014-08-30,M,2020-05-13,8,2017,FALSE,2,68,1,11,4,0.36363636363636365,13,2016-10-01,14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2013-2016,farm5
FR4401572167,753.5922185000001,704.1747415,-49.41747699999996,31.557273,4562.2815525000005,2,1,0,75,2,194,95,1,25,2018-01-28,2014-09-08,2,2014,VL,N,2014-09-08,E,2018-02-28,1,2018,FALSE,2,41,0,2,1,0.5,16,2017-01-16,16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2013-2016,farm5
FR4401572168,319.029112,330.970864,11.941752,14.24468,650,NA,NA,0,NA,1,47,NA,0,26,2016-12-11,2014-09-12,2,2014,VL,N,2014-09-12,E,2017-01-27,12,2016,FALSE,2,28,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2013-2016,farm5
FR4401572169,842.7831573333334,2232.5889683333335,1389.805811,32.00149933333333,9775.889967,3,2,2.3333333333333335,78.66666666666667,3,312.3333333333333,79,2,30,2019-03-11,2014-09-13,2,2014,VL,N,2014-09-13,B,2020-03-17,3,2017,FALSE,2,66,0,9,3,0.3333333333333333,21,2017-07-07,21,0,0,NA,NA,FR4401572169,330.3,NA,P-3,D,2020-03-18,2013-2016,farm5
FR4401572170,1075.6849906666666,2456.731361888889,1381.0463712222222,36.572592666666665,9331.456310222222,1.3333333333333333,0.33333333333333337,0.3333333333333333,61.111111111111114,9,266.22222222222223,66.5,8,29,2024-09-19,2014-09-14,2,2014,VL,N,2014-09-14,NA,NA,3,2017,TRUE,2,NA,NA,12,9,0.75,20,2017-05-14,20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2013-2016,farm5
FR4401572171,677.621345,1484.9514304999998,807.3300855,28.054090000000002,4357.135922,1,0,0.5,64,2,185,58,1,26,2017-12-10,2014-10-06,2,2014,VL,N,2014-10-06,E,2018-02-23,12,2016,FALSE,2,40,0,2,2,1,16,2017-02-28,16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2013-2016,farm5
FR4401572172,492.13591,0,-492.13591,22.03913,492.135922,NA,NA,0,NA,1,23,NA,0,26,2016-12-14,2014-10-06,2,2014,VL,N,2014-10-06,E,2017-01-06,12,2016,FALSE,2,27,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2013-2016,farm5
FR4401572173,968.7572654,2299.7863776,1331.0291122,32.901314,9967.8640772,2.2,1.2,1.2,98.2,5,316.2,87.25,4,27,2021-11-08,2014-11-01,2,2014,VL,N,2014-11-01,B,2022-05-30,2,2017,FALSE,2,90,0,11,5,0.45454545454545453,18,2017-05-24,19,0,0,NA,NA,FR4401572173,294.6,NA,P-2,D,2022-05-31,2013-2016,farm5
FR4401572174,542.2329975,823.3494995,281.116502,28.1353565,3803.2524265,1,0,0,72,2,147,72,1,27,2018-02-14,2014-11-06,2,2014,VL,N,2014-11-06,E,2018-02-28,2,2017,FALSE,2,39,0,1,1,1,18,2017-05-09,18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2013-2016,farm5
FR4401572175,999.271829,2144.3203614999998,1145.0485325,31.470667749999997,9921.86893175,1.5,0.5,0.5,112.75,4,327.75,76.66666666666667,3,26,2020-09-29,2014-11-14,2,2014,VL,N,2014-11-14,B,2021-04-26,4,2018,FALSE,2,77,0,6,4,0.6666666666666666,19,2017-07-13,19,0,0,NA,NA,FR4401572175,340.5,NA,P-3,D,2021-04-27,2013-2016,farm5
FR4401572176,574.951445,483.39805,-91.553395,23.697826,1058.349514,NA,NA,0,NA,1,46,NA,0,28,2017-04-03,2014-11-28,2,2014,VL,N,2014-11-28,E,2017-05-24,4,2017,FALSE,2,29,5,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2013-2016,farm5
FR4401572177,903.4304070000001,2040.4854066666667,1137.0549996666666,32.198596333333334,8276.925566,1.6666666666666667,0.6666666666666666,0.6666666666666666,94.66666666666667,3,278.6666666666667,64.5,2,28,2019-09-22,2014-12-23,2,2014,VL,N,2014-12-23,B,2020-12-07,5,2017,FALSE,2,71,347,5,3,0.6,20,2017-09-14,20,0,0,NA,NA,FR4401572177,331.8,NA,P-3,D,2020-12-08,2013-2016,farm5
FR4401572178,672.03882,0,-672.03882,23.868965,672.038834,NA,NA,0,NA,1,29,NA,0,27,2017-04-20,2014-12-25,2,2014,VL,N,2014-12-25,E,2017-05-24,4,2017,FALSE,2,28,5,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2013-2016,farm5
FR4401572180,832.524256,2199.514539,1366.990283,33.008163,10992.038834,1,0,0,109,1,343,NA,0,40,2018-05-25,2015-01-15,2,2015,VL,N,2015-01-15,B,2019-06-25,5,2018,FALSE,2,53,53,1,1,1,31,2018-09-11,31,0,0,NA,NA,FR4401572180,380.1,NA,P-3,D,2019-06-26,2013-2016,farm5
FR4401572181,819.773448,2013.4303916666668,1193.6569436666666,29.993907999999998,10479.967637,1.3333333333333333,0.33333333333333337,0.3333333333333333,178,3,358.3333333333333,81.5,2,30,2020-01-21,2015-01-29,2,2015,VL,N,2015-01-29,B,2021-01-11,8,2017,FALSE,2,71,0,4,3,0.75,20,2017-10-23,21,0,0,NA,NA,FR4401572181,310.1,NA,P-2,D,2021-01-12,2013-2016,farm5
FR4401572182,1023.320374,2593.6310362,1570.3106622,38.579396,12660.466019,2.2,1.2,1,88.8,5,337.2,54,4,29,2021-11-25,2015-01-29,2,2015,VL,N,2015-01-29,B,2022-12-26,7,2017,FALSE,2,94,97,11,5,0.45454545454545453,19,2017-09-26,19,0,0,NA,NA,FR4401572182,303.2,NA,P-2,D,2022-12-26,2013-2016,farm5
FR4401572184,889.4902764999999,2036.650456,1147.1601795000001,31.22971325,9423.9320385,1.75,0.75,1,80,4,312.5,55.666666666666664,3,31,2020-09-11,2015-01-31,2,2015,VL,N,2015-01-31,B,2021-07-19,8,2017,FALSE,2,77,1,7,4,0.5714285714285714,21,2017-11-22,23,0,0,NA,NA,FR4401572184,320.9,NA,P-3,D,2021-07-19,2013-2016,farm5
FR4401572185,943.0096945,1319.2718290000003,376.2621345,32.8171555,6620.145630500001,3,2,1,156,2,242.5,74,1,29,2018-12-18,2015-02-16,2,2015,VL,N,2015-02-16,E,2019-01-29,7,2017,FALSE,2,47,0,3,1,0.3333333333333333,22,2017-12-22,24,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2013-2016,farm5
FR4401572186,539.223285,69.417474,-469.805811,20.896666,608.640776,NA,NA,0,NA,1,30,NA,0,35,2018-01-29,2015-02-20,2,2015,VL,N,2015-02-20,E,2018-02-28,1,2018,FALSE,2,36,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2013-2016,farm5
FR4401572187,532.912607,1399.41745,866.504843,23.653191,6475.92233,1,0,0,64,1,282,NA,0,31,2017-10-12,2015-03-02,2,2015,VL,N,2015-03-02,M,2018-09-30,10,2017,FALSE,2,42,71,1,1,1,21,2017-12-15,21,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2013-2016,farm5
FR4401572189,293.203875,0,-293.203875,16.777777,293.203883,NA,NA,0,NA,1,18,NA,0,31,2017-10-23,2015-03-18,2,2015,VL,N,2015-03-18,E,2017-11-10,10,2017,FALSE,2,31,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2013-2016,farm5
