AniLifeNumber,avg_early_lactation_yield,avg_mid_lactation_yield,avg_delta_early_mid_yield,avg_daily_yield,avg_total_milk,avg_insem,avg_failed_insem,avg_failed_pregnancies,avg_calving_to_insem,number_lactations,avg_lactation_duration,avg_dry_interval,n_intervals,age_at_first_calving,latest_lactation_date,AniBirthday,AniGenId.x,birth_year,category.x,entry_code,entry_date,exit_code,exit_date,month,year,AniActive,AniGenId.y,age_at_exit,endmilk_to_exit_days,total_insem,total_successes,insem_success_ratio,age_at_first_insem,InsDate,age_first_successful_insem,n_health_problems,recovery_duration,date_last_diagnosis,last_diagnosis,national_number,weight,selling_price,classification,category.y,slaughter_date,cohort,farm
FR4401572342,873.1067820000001,1954.2232715,1081.1164895000002,31.56936,10126.4077665,3,2,2,65.5,2,340.5,45,1,26,2024-01-29,2020-09-14,2,2020,VL,N,2020-09-14,B,2024-11-13,11,2022,FALSE,2,49,0,6,2,0.3333333333333333,15,2023-01-07,19,0,0,NA,NA,FR4401572342,347.9,NA,O-3,D,2024-11-13,2019+,farm5
FR4401572343,717.03882,2126.5533705,1409.5145505,31.9626955,9553.398057999999,3,2,2,81,3,307,78,1,26,2023-12-27,2020-10-12,2,2020,VL,N,2020-10-12,B,2024-11-13,12,2022,FALSE,2,49,0,6,2,0.3333333333333333,16,2023-02-27,17,0,0,NA,NA,FR4401572343,335.6,NA,P-3,D,2024-11-13,2019+,farm5
FR4401572345,8.932037,0,-8.932037,4.6,8.932038,NA,NA,0,NA,1,2,NA,0,23,2022-10-24,2020-11-13,2,2020,VL,N,2020-11-13,B,2022-12-26,10,2022,FALSE,2,25,61,0,0,NA,NA,NA,NA,0,0,NA,NA,FR4401572345,289.5,NA,P-3,D,2022-12-26,2019+,farm5
FR4401572346,530.485423,1622.427151,1091.941728,28.227428,9591.84466,2,1,1,101,1,350,NA,0,24,2022-11-21,2020-11-13,2,2020,VL,N,2020-11-13,B,2024-01-02,11,2022,FALSE,2,37,57,2,1,0.5,15,2023-02-27,16,0,0,NA,NA,FR4401572346,303,NA,P-3,D,2024-01-02,2019+,farm5
FR4401572347,877.572802,2015.0161523333334,1137.4433503333335,30.361288666666667,5878.025889666666,1.3333333333333333,0.33333333333333337,0.3333333333333333,69.66666666666667,3,205.66666666666666,113,2,23,2024-10-03,2020-12-12,2,2020,VL,N,2020-12-12,NA,NA,11,2022,TRUE,2,NA,NA,4,3,0.75,13,2023-01-13,13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572349,175.922324,0,-175.922324,11.325,175.92233,NA,NA,0,NA,2,16,NA,0,22,2022-11-02,2020-12-21,2,2020,VL,N,2020-12-21,B,2024-01-02,11,2022,FALSE,2,36,410,0,0,NA,NA,NA,NA,0,0,NA,NA,FR4401572349,304.2,NA,P-3,D,2024-01-02,2019+,farm5
FR4401572351,720.5339665,2055.582493,1335.0485265,29.279684000000003,9784.368931500001,2,1,0,78,2,332.5,81,1,25,2024-02-02,2020-12-23,2,2020,VL,N,2020-12-23,B,2025-04-01,2,2023,TRUE,2,51,20,4,2,0.5,16,2023-05-02,16,0,0,NA,NA,FR4401572351,285.6,NA,P-3,D,2025-04-01,2019+,farm5
FR4401572352,0,0,0,NA,0,NA,NA,0,NA,1,0,NA,0,23,2023-01-09,2021-01-12,2,2021,VL,N,2021-01-12,M,2023-01-17,1,2023,FALSE,2,24,8,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572355,907.135908,2481.7475409999997,1574.611633,33.6101285,9281.8932035,4,3,3,64.5,2,284,48,1,23,2023-12-24,2021-02-16,2,2021,VL,N,2021-02-16,B,2024-10-07,1,2023,FALSE,2,43,0,8,2,0.25,13,2023-03-23,13,0,0,NA,NA,FR4401572355,293.2,NA,P-2,D,2024-10-08,2019+,farm5
FR4401572356,778.88348,2013.058225,1234.1747449999998,30.7147075,8631.019417,NA,NA,0,NA,2,294.5,173,1,23,2024-07-09,2021-02-24,2,2021,VL,N,2021-02-24,NA,NA,2,2023,FALSE,2,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572357,969.708723,2598.106767,1628.398044,37.5731265,11031.8932035,2.5,1.5,1.5,93,2,307.5,38,1,26,2024-07-26,2021-03-06,2,2021,VL,N,2021-03-06,NA,NA,5,2023,TRUE,2,NA,NA,5,2,0.4,18,2023-09-30,19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572358,981.3106639999999,2429.611623,1448.300959,36.1997765,10683.155339500001,2.5,1.5,1.5,60.5,2,305.5,70,1,23,2024-03-20,2021-03-10,2,2021,VL,N,2021-03-10,NA,NA,2,2023,TRUE,2,NA,NA,5,2,0.4,13,2023-05-08,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572359,607.1844524999999,1770.2426894999999,1163.058237,27.3493115,6354.320388,2,1,1,74.5,2,240,170,1,26,2024-07-24,2021-03-20,2,2021,VL,N,2021-03-20,NA,NA,5,2023,TRUE,2,NA,NA,4,2,0.5,17,2023-08-21,19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572360,794.5630945,2238.8349200000002,1444.2718255,35.294233,8390.6310675,3,2,1.5,85,2,270,112,1,25,2024-10-21,2021-03-22,2,2021,VL,N,2021-03-22,NA,NA,5,2023,TRUE,2,NA,NA,6,2,0.3333333333333333,17,2023-08-24,18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572361,1002.5728005,2335.4854065,1332.912606,36.0756205,9662.281553,1.5,0.5,0.5,96.5,2,277,51,1,26,2024-05-10,2021-03-22,2,2021,VL,N,2021-03-22,NA,NA,5,2023,TRUE,2,NA,NA,3,2,0.6666666666666666,16,2023-08-05,16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572362,785.04853,1933.1067675,1148.0582375,30.814418500000002,7280.7281545,NA,NA,0,NA,2,242,146,1,26,2024-07-04,2021-03-25,2,2021,VL,N,2021-03-25,NA,NA,6,2023,FALSE,2,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572363,643.9320285,2128.3494840000003,1484.4174555,33.7641355,6033.058252000001,6,5,2.5,56,2,215.5,157,1,26,2024-11-25,2021-04-21,2,2021,VL,N,2021-04-21,NA,NA,7,2023,TRUE,2,NA,NA,6,1,0.16666666666666666,16,2023-09-07,21,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572364,824.8543545,1942.4271555,1117.572801,32.1461625,7018.9320385,NA,NA,0,NA,2,248.5,77,1,26,2024-11-21,2021-06-02,2,2021,VL,N,2021-06-02,NA,NA,8,2023,FALSE,2,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572364,824.8543545,1942.4271555,1117.572801,32.1461625,7018.9320385,NA,NA,0,NA,2,248.5,77,1,26,2024-11-21,2021-06-02,2,2021,VL,N,2021-06-02,NA,NA,8,2023,FALSE,2,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572365,944.6601795,1364.07765,419.4174705,36.528043999999994,5011.165048000001,1,0,0,67,2,159,75,1,24,2024-06-03,2021-06-21,2,2021,VL,N,2021-06-21,M,2024-07-29,6,2023,FALSE,2,37,9,1,1,1,14,2023-08-28,14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572366,451.067948,1336.504825,885.436877,20.599038,2079.902912,NA,NA,0,NA,1,104,NA,0,31,2024-02-05,2021-06-24,2,2021,VL,N,2021-06-24,M,2024-07-20,2,2024,FALSE,2,36,62,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572366,451.067948,1336.504825,885.436877,20.599038,2079.902912,NA,NA,0,NA,1,104,NA,0,31,2024-02-05,2021-06-24,2,2021,VL,N,2021-06-24,M,2024-07-20,2,2024,FALSE,2,36,62,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572367,672.330083,1719.999973,1047.66989,28.274914,7988.3495140000005,4,3,3,54,1,291,NA,0,29,2023-12-25,2021-07-24,2,2021,VL,N,2021-07-24,NA,NA,12,2023,TRUE,2,NA,NA,4,1,0.25,18,2024-02-16,22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572368,770.970857,2088.9805525,1318.0096955,35.591898,7887.815533499999,2.5,1.5,2,55,2,246,49,1,25,2024-12-12,2021-07-31,2,2021,VL,N,2021-07-31,NA,NA,9,2023,TRUE,2,NA,NA,5,2,0.4,15,2023-11-08,19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572369,585.825231,1396.6019125,810.7766815,22.9668565,3274.0291255,1.5,0.5,1.5,84.5,2,142,257,1,24,2024-10-07,2021-08-29,2,2021,VL,N,2021-08-29,NA,NA,9,2023,TRUE,2,NA,NA,3,2,0.6666666666666666,16,2023-12-31,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572370,705.242707,1704.077641,998.834934,27.310256,4136.310679,NA,NA,0,NA,2,156,NA,0,37,2024-10-07,2021-08-31,2,2021,VL,N,2021-08-31,B,2025-05-12,11,2023,FALSE,2,44,61,0,0,NA,NA,NA,NA,0,0,NA,NA,FR4401572370,310.8,NA,P-3,D,2025-05-13,2019+,farm5
FR4401572371,653.495127,1767.184439,1113.689312,28.337078,2448.543689,1,0,1,65,1,89,NA,0,28,2024-01-12,2021-09-06,2,2021,VL,N,2021-09-06,M,2024-04-14,1,2024,FALSE,2,31,4,1,1,1,18,2024-03-16,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572372,558.543677,1853.68929,1295.145613,30.264462,3555.339805,2,1,0,69,1,121,NA,0,27,2024-01-08,2021-09-07,2,2021,VL,N,2021-09-07,B,2025-01-21,1,2024,TRUE,2,40,258,2,1,0.5,18,2024-03-15,18,0,0,NA,NA,FR4401572372,314.2,NA,P-3,D,2025-01-21,2019+,farm5
FR4401572373,569.0291139999999,858.9320245,289.9029105000001,30.514571500000002,5051.699028999999,3,2,1,91,2,186,123,1,25,2025-02-24,2021-09-12,2,2021,VL,N,2021-09-12,NA,NA,11,2023,TRUE,2,NA,NA,3,1,0.3333333333333333,16,2024-02-02,20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572374,837.766975,2230.291235,1392.52426,39.153372,12962.427184,2,1,0,69,1,341,NA,0,30,2024-04-05,2021-09-13,2,2021,VL,N,2021-09-13,NA,NA,4,2024,TRUE,2,NA,NA,2,1,0.5,20,2024-06-12,20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572375,853.932025,1633.009688,779.0776629999999,38.652721,5922.6699025,1,0,0.5,68,2,182,49,1,28,2025-01-10,2021-09-14,2,2021,VL,N,2021-09-14,NA,NA,1,2024,TRUE,2,NA,NA,2,2,1,18,2024-04-09,18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572376,731.5533855,789.417461,57.864075499999956,35.9424695,5581.5048535000005,5,4,2,71,2,195.5,104,1,24,2025-02-10,2021-10-05,2,2021,VL,N,2021-10-05,NA,NA,11,2023,TRUE,2,NA,NA,5,1,0.2,15,2024-01-11,19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572377,771.16503,2123.495114,1352.330084,34.742814,11266.116504,5,4,3,63,1,334,NA,0,30,2024-04-12,2021-10-07,2,2021,VL,N,2021-10-07,NA,NA,4,2024,TRUE,2,NA,NA,5,1,0.2,20,2024-06-14,20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572379,372.330083,855.631041,483.300958,14.28764,1234.563106,1,0,0,66,1,89,NA,0,25,2023-12-14,2021-11-03,2,2021,VL,N,2021-11-03,B,2024-08-07,12,2023,FALSE,2,33,148,1,1,1,15,2024-02-17,15,0,0,NA,NA,FR4401572379,298.1,NA,P-3,D,2024-08-09,2019+,farm5
FR4401572380,698.932025,1758.543656,1059.611631,26.209505,6692.330097,1,0,0,86,1,263,NA,0,31,2024-06-19,2021-11-15,2,2021,VL,N,2021-11-15,NA,NA,6,2024,TRUE,2,NA,NA,1,1,1,21,2024-09-13,21,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572382,719.417459,1729.029099,1009.61164,28.017747,7970.097087,2,1,1,113,1,293,NA,0,29,2024-05-23,2021-11-26,2,2021,VL,N,2021-11-26,NA,NA,5,2024,TRUE,2,NA,NA,2,1,0.5,21,2024-09-12,22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572383,343.68931150000003,968.1067815,624.4174700000001,30.243524999999998,4249.8543685,1,0,0,66,2,139.5,64,1,27,2025-03-11,2021-12-20,2,2021,VL,N,2021-12-20,NA,NA,4,2024,TRUE,2,NA,NA,1,1,1,17,2024-06-07,17,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572385,693.106782,1996.893179,1303.786397,28.932238,9410,4,3,3,77,1,335,NA,0,25,2024-04-11,2022-02-12,2,2022,VL,N,2022-02-12,NA,NA,4,2024,TRUE,2,NA,NA,4,1,0.25,16,2024-06-26,19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572387,548.058239,1634.660166,1086.601927,25.132885,3635.728155,1,0,0,64,1,149,NA,0,26,2024-05-22,2022-03-05,2,2022,VL,N,2022-03-05,NA,NA,5,2024,TRUE,2,NA,NA,1,1,1,16,2024-07-24,16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572388,868.834936,2283.689292,1414.854356,36.001132,9262.427184,1,0,0,78,1,265,NA,0,27,2024-06-20,2022-03-09,2,2022,VL,N,2022-03-09,NA,NA,6,2024,TRUE,2,NA,NA,1,1,1,17,2024-09-05,17,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572391,659.708721,1339.902885,680.194164,22.937373,4409.320388,2,1,1,66,1,198,NA,0,26,2024-08-25,2022-06-23,2,2022,VL,N,2022-06-23,NA,NA,8,2024,TRUE,2,NA,NA,2,1,0.5,16,2024-10-29,16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572392,486.796102,1300.485413,813.689311,20.432631,3769.126213,1,0,0,55,1,190,NA,0,25,2024-08-19,2022-07-03,2,2022,VL,N,2022-07-03,NA,NA,8,2024,TRUE,2,NA,NA,1,1,1,15,2024-10-11,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572393,622.232995,1476.699002,854.466007,24.626896,3466.893203,1,0,0,84,1,145,NA,0,27,2024-10-17,2022-07-03,2,2022,VL,N,2022-07-03,NA,NA,10,2024,TRUE,2,NA,NA,1,1,1,18,2025-01-08,18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572394,646.699015,1486.019391,839.320376,25.905851,4728.446601,2,1,1,87,1,188,NA,0,25,2024-09-05,2022-07-15,2,2022,VL,N,2022-07-15,NA,NA,9,2024,TRUE,2,NA,NA,2,1,0.5,16,2024-11-30,17,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572395,626.213577,1321.747543,695.533966,20.698019,4059.2233,1,0,0,61,1,202,NA,0,25,2024-08-22,2022-07-17,2,2022,VL,N,2022-07-17,NA,NA,8,2024,TRUE,2,NA,NA,1,1,1,15,2024-10-21,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572398,573.980569,1486.504828,912.524259,24.5,2188.349514,1,0,1,57,1,92,NA,0,27,2024-12-10,2022-08-14,2,2022,VL,N,2022-08-14,NA,NA,12,2024,TRUE,2,NA,NA,1,1,1,17,2025-02-03,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572399,649.51455,1590.873753,941.359203,26.05,5513.495145,1,0,0,64,1,218,NA,0,23,2024-08-06,2022-08-20,2,2022,VL,N,2022-08-20,NA,NA,8,2024,TRUE,2,NA,NA,1,1,1,13,2024-10-08,13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572400,490.970859,1407.281522,916.310663,22.672661,3059.708737,1,0,0,74,1,139,NA,0,25,2024-10-24,2022-09-20,2,2022,VL,N,2022-09-20,NA,NA,10,2024,TRUE,2,NA,NA,1,1,1,15,2025-01-05,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572402,709.223287,1985.728124,1276.504837,32.951127,4254.854368,1,0,1,78,1,133,NA,0,24,2024-10-30,2022-10-14,2,2022,VL,N,2022-10-14,NA,NA,10,2024,TRUE,2,NA,NA,1,1,1,15,2025-01-15,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572403,618.15532700000006,1142.524254,524.368927,27.9,1760.679611,NA,NA,0,NA,1,65,NA,0,26,2025-01-06,2022-10-16,2,2022,GL,N,2022-10-16,NA,NA,10,2022,TRUE,2,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572404,584.466004,488.058244,-96.40776,25.690697,1072.524271,NA,NA,0,NA,1,43,NA,0,27,2025-01-28,2022-10-19,2,2022,GL,N,2022-10-19,NA,NA,10,2022,TRUE,2,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572405,23.689319,0,-23.689319,12.2,23.68932,NA,NA,0,NA,1,2,NA,0,28,2025-03-10,2022-10-23,2,2022,GL,N,2022-10-23,NA,NA,10,2022,TRUE,2,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572406,755.728142,483.689312,-272.03883,29.688372,1239.417475,NA,NA,0,NA,1,43,NA,0,26,2025-01-28,2022-11-01,2,2022,GL,N,2022-11-01,NA,NA,11,2022,TRUE,2,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572407,553.980568,704.368917,150.388349,22.346551,1258.349514,NA,NA,0,NA,1,58,NA,0,26,2025-01-13,2022-11-11,2,2022,GL,N,2022-11-11,NA,NA,11,2022,TRUE,2,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4401572416,23.786406,0,-23.786406,12.25,23.786407,NA,NA,0,NA,1,2,NA,0,24,2025-03-10,2023-02-09,2,2023,GL,N,2023-02-09,NA,NA,2,2023,TRUE,2,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4403902667,1200.097073,2989.029098,1788.932025,44,7176.699029,NA,NA,0,NA,5,168,NA,0,99,2015-03-09,2006-11-22,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,58,2012-10-13,NA,0,0,NA,NA,FR4403902667,314.8,NA,P-3,D,2016-03-17,pre-2013,farm5
FR4404288196,1279.708719,2855.145604,1575.436885,36.497734,23457.76699,NA,NA,3,NA,2,662,NA,0,-4,2014-11-14,2015-04-12,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2013-2016,farm5
FR4404288312,960.9708585000001,2404.6278028333336,1443.6569443333333,36.586533,10713.8025885,NA,NA,0.8333333333333334,NA,6,304.3333333333333,44.8,5,-14,2021-08-02,2017-10-09,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2016-2019,farm5
FR4404288379,522.961149,1345.145602,822.184453,21.274625,3398.7864074999998,NA,NA,1.5,NA,2,171.5,130,1,24009,2020-10-13,0019-01-31,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,pre-2013,farm5
FR4439733676,917.815517,2462.5242435,1544.7087265,35.804925,12559.223300500002,3.5,2.5,2.5,70,2,364.5,46,1,28,2023-02-17,2019-07-11,2,2019,VL,A,2019-11-15,M,2024-02-21,11,2021,FALSE,2,55,50,7,2,0.2857142857142857,18,2022-02-02,21,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2016-2019,farm5
FR4439733677,525.72814,1744.951429,1219.223289,30.646105,9550.873786,6,5,6,157,1,321,NA,0,28,2021-12-07,2019-07-18,2,2019,VL,A,2019-11-15,B,2022-10-24,12,2021,FALSE,2,39,0,6,1,0.16666666666666666,21,2022-05-13,NA,0,0,NA,NA,FR4439733677,305.2,NA,P-3,D,2022-10-25,2016-2019,farm5
FR4460332589,1060.1132528333333,2327.2653426666666,1267.1520898333333,32.933133,8655.113267833334,1.2,0.2,0.16666666666666666,74.4,7,273.5,61,5,25,2023-01-22,2016-01-01,2,2016,VL,A,2016-02-16,B,2024-01-02,2,2018,FALSE,2,96,193,6,5,0.8333333333333334,17,2018-06-13,17,0,0,NA,NA,FR4460332589,338.1,NA,P-3,D,2024-01-02,2013-2016,farm5
FR4460332596,599.611635,1565.922305,966.31067,27.201219,2165.53398,NA,NA,0,NA,1,82,NA,0,26,2018-03-17,2016-01-05,2,2016,VL,A,2016-02-16,E,2018-06-07,3,2018,FALSE,2,29,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2013-2016,farm5
FR4460332597,936.699011,36.407766,-900.291245,33.41,973.106796,NA,NA,0,NA,1,30,NA,0,27,2018-05-08,2016-01-09,2,2016,VL,A,2016-02-16,E,2018-06-07,5,2018,FALSE,2,28,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2013-2016,farm5
FR4460604189,630.485424,1787.572787,1157.087363,30.570568,8874.368932,1,0,0,97,1,299,NA,0,27,2024-03-13,2021-12-13,2,2021,VL,A,2022-06-23,NA,NA,3,2024,TRUE,2,NA,NA,1,1,1,18,2024-06-18,18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4460604191,694.854353,2027.961137,1333.106784,29.797552,8273.883495,6,5,6,82,1,286,NA,0,26,2024-04-04,2022-01-10,2,2022,VL,A,2022-06-23,B,2025-02-03,4,2024,TRUE,2,36,19,6,1,0.16666666666666666,17,2024-06-25,NA,0,0,NA,NA,FR4460604191,298.5,NA,P-3,D,2025-02-04,2019+,farm5
FR4460604192,334.5145545,886.456295,551.9417404999999,28.398713,3442.912621,1,0,0,86,2,137,90,1,26,2025-03-10,2022-01-11,2,2022,VL,A,2022-06-23,NA,NA,3,2024,TRUE,2,NA,NA,1,1,1,16,2024-06-07,16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4460604195,594.36892,1705.436863,1111.067943,26.371118,8244.174757,3,2,1,56,1,322,NA,0,26,2024-03-21,2022-01-18,2,2022,VL,A,2022-06-23,NA,NA,3,2024,TRUE,2,NA,NA,3,1,0.3333333333333333,15,2024-05-15,17,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019+,farm5
FR4913260364,751.941735,1797.184439,1045.242704,29.315596,3102.330097,1,0,1,66,1,109,NA,0,27,2016-09-21,2014-06-07,2,2014,VL,A,2014-07-03,M,2017-01-15,9,2016,FALSE,2,31,7,1,1,1,17,2016-11-25,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2013-2016,farm5
FR4913260365,649.999983,843.398043,193.39806,27.467857,1493.398058,NA,NA,0,NA,1,56,NA,0,29,2016-11-11,2014-06-08,2,2014,VL,A,2014-07-03,E,2017-01-06,11,2016,FALSE,2,30,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2013-2016,farm5
FR4916869232,991.7475583333332,2186.8931746666667,1195.1456163333332,32.34730333333333,9822.815533666668,2.6666666666666665,1.6666666666666665,1.3333333333333333,79,3,312.6666666666667,59,2,30,2019-09-05,2015-01-29,2,2015,VL,A,2015-03-11,B,2020-07-20,8,2017,FALSE,2,65,0,8,3,0.375,21,2017-11-24,21,0,0,NA,NA,FR4916869232,306.6,NA,P-3,D,2020-07-21,2013-2016,farm5
FR4916869235,1065.5825105000001,2463.47084325,1397.88833275,36.431768,11973.1310675,1.3333333333333333,0.33333333333333337,0,108.33333333333333,4,336,115.66666666666667,3,30,2021-03-01,2015-02-04,2,2015,VL,A,2015-03-11,B,2022-04-13,8,2017,FALSE,2,86,0,4,3,0.75,22,2017-12-19,22,0,0,NA,NA,FR4916869235,311.3,NA,P-3,D,2022-04-14,2013-2016,farm5
FR4969340199,877.28154,0,-877.28154,32.271428,877.281553,NA,NA,0,NA,1,28,NA,0,28,2016-12-30,2014-08-03,2,2014,VL,A,2014-09-02,E,2017-01-27,12,2016,FALSE,2,29,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2013-2016,farm5
FR7947950550,749.514547,2026.844631,1277.330084,30.3383945,9720.9708735,7,6,2.5,88,2,346.5,150,1,25,2018-06-04,2014-07-16,2,2014,VL,A,2014-07-29,B,2019-11-19,8,2016,FALSE,2,64,333,7,1,0.14285714285714285,16,2016-11-26,19,0,0,NA,NA,FR7947950550,425.1,NA,P-3,D,2019-11-20,2013-2016,farm5
FR7947950551,727.378624,1798.349485,1070.970861,28.803603,3104.077669,1,0,0,72,1,111,NA,0,28,2016-11-30,2014-07-23,2,2014,VL,A,2014-08-05,B,2017-03-21,11,2016,FALSE,2,31,0,1,1,1,18,2017-02-10,18,0,0,NA,NA,FR7947950551,263.2,NA,P-2,D,2017-03-22,2013-2016,farm5
FR7947950552,983.1715093333333,2372.2006176666664,1389.0291083333334,34.26638766666667,13496.278316666667,2.6666666666666665,1.6666666666666667,1.3333333333333333,128.66666666666666,3,404,48.5,2,24,2018-12-09,2014-07-29,2,2014,VL,A,2014-08-11,B,2020-05-25,8,2016,FALSE,2,69,80,8,3,0.375,14,2016-10-07,14,0,0,NA,NA,FR7947950552,350.5,NA,P-3,D,2020-05-26,2013-2016,farm5
